N,P,K,temperature,humidity,ph,rainfall,label
68.9,35.25,63.2,17.73,56.24,6.21,60.34,Carrot
88.27,57.0,60.42,30.86,67.48,6.96,127.25,Brinjal
38.43,23.07,29.89,21.44,48.21,6.91,63.9,Linseed
85.41,36.61,56.07,22.4,76.89,6.35,208.6,Coffee
38.95,20.01,23.87,23.16,55.95,6.87,72.44,Lentil
40.61,30.49,32.8,26.93,58.23,6.47,79.42,Kodo Millet
26.22,30.65,31.97,21.78,47.82,6.07,80.31,Rajma
81.51,51.99,56.78,20.61,64.33,7.02,50.91,Garlic
69.15,54.42,42.16,22.86,73.06,5.69,184.37,Coffee
87.88,49.9,58.26,19.81,69.6,6.76,63.37,Cauliflower
65.16,25.89,38.48,36.0,53.5,7.18,48.69,Sorghum
91.09,69.21,104.18,30.84,60.84,7.69,142.8,Mango
42.68,35.18,30.43,25.42,49.44,6.83,84.57,Green Gram
86.28,34.96,31.06,23.28,58.94,6.51,27.7,Barley
87.3,64.41,96.59,26.21,62.85,7.15,178.08,Orange
34.35,38.77,38.5,20.1,55.28,6.44,99.29,Rajma
94.88,46.51,47.97,32.29,75.1,6.47,183.1,Rice
52.69,26.09,31.48,28.08,50.34,6.86,65.65,Sunflower
52.76,30.83,72.19,19.87,56.39,6.62,47.14,Carrot
64.17,29.43,34.92,26.33,66.81,6.46,140.29,Soybean
57.47,28.13,31.5,32.5,75.53,7.64,87.76,Sorghum
80.3,43.51,29.55,17.56,53.53,6.67,73.87,Barley
53.14,22.75,62.22,35.15,71.05,7.05,65.99,Bottle Gourd
45.55,28.56,26.98,17.66,62.89,5.98,57.17,Chickpea
55.58,26.54,65.73,20.12,66.24,6.69,61.23,Beetroot
83.58,38.73,49.17,26.42,77.53,6.76,94.85,Maize
51.54,28.76,29.11,24.93,45.7,6.68,57.26,Chickpea
110.11,45.83,55.52,20.66,81.71,4.95,281.08,Tea
44.42,25.32,24.18,14.8,50.31,5.91,72.61,Peas
48.45,42.23,34.62,30.58,50.51,6.34,76.35,Kodo Millet
35.27,29.91,28.17,24.91,41.84,6.12,57.11,Field Bean
39.12,26.64,27.66,25.65,50.43,6.76,88.84,Little Millet
45.41,28.24,58.82,33.21,72.9,6.99,90.04,Pumpkin
43.23,31.25,27.89,28.3,58.63,5.91,76.73,Niger Seed
45.32,42.37,22.45,12.33,63.81,6.39,58.69,Peas
49.14,14.86,37.36,28.25,79.44,6.79,123.66,Finger Millet
66.03,25.12,76.0,17.82,57.01,6.14,48.7,Carrot
28.82,29.86,31.38,27.35,49.26,6.33,87.92,Sesame
74.27,43.71,76.74,19.15,72.87,5.58,140.07,Pineapple
61.78,35.17,25.65,23.7,54.18,7.35,89.13,Sunflower
87.34,38.92,33.11,16.16,66.48,6.76,33.21,Barley
46.16,24.86,37.13,24.39,64.66,6.31,84.03,Foxtail Millet
81.92,53.38,77.7,27.83,78.37,5.56,115.13,Pineapple
97.09,55.1,72.11,27.09,78.27,6.67,123.35,Guava
81.13,62.33,97.72,23.81,70.07,7.08,104.14,Papaya
72.91,26.37,23.12,32.06,64.58,7.01,96.99,Castor
56.96,31.97,43.47,30.82,76.39,6.18,156.11,Cashew
97.31,54.89,82.4,28.63,78.89,5.18,251.22,Rubber
46.26,27.07,30.46,15.21,43.88,6.72,66.51,Safflower
26.08,28.64,37.7,21.12,60.88,6.54,85.89,Niger Seed
86.75,38.83,94.45,10.99,60.79,6.19,138.1,Apple
35.52,29.35,22.38,18.24,53.87,7.64,33.29,Radish
49.77,21.34,52.38,21.33,64.48,6.98,57.0,Beetroot
42.66,25.21,29.68,27.26,57.38,6.49,78.41,Kodo Millet
35.79,27.69,34.51,25.21,40.63,6.57,108.77,Field Bean
40.11,35.86,28.32,27.39,62.66,5.78,87.4,Foxtail Millet
29.69,24.66,31.43,28.54,55.7,7.28,57.44,Sesame
41.67,18.04,24.15,34.06,49.62,7.02,65.49,Sesame
41.99,31.89,28.91,17.27,60.96,6.75,69.63,Peas
90.07,29.17,59.46,21.89,79.8,5.59,247.39,Coffee
116.55,46.13,101.93,30.67,61.07,7.63,90.15,Grapes
74.53,39.17,52.54,29.05,75.42,6.22,89.18,Cucumber
102.21,58.72,117.77,29.62,80.24,5.93,162.67,Mango
39.32,32.78,22.07,24.26,61.15,7.72,92.55,Little Millet
45.98,23.9,27.76,18.07,65.99,6.64,31.21,Radish
44.19,30.33,30.65,27.44,49.0,6.36,47.27,Green Gram
91.17,47.83,96.69,30.01,60.58,6.42,102.59,Papaya
52.46,27.1,56.96,18.4,61.75,6.56,50.93,Beetroot
42.46,23.49,32.87,26.05,59.64,6.28,93.74,Kodo Millet
87.48,51.94,58.94,26.68,52.69,6.67,54.09,Onion
43.76,31.83,25.97,22.84,49.23,7.35,51.75,Linseed
56.27,26.22,29.21,20.4,60.36,6.58,50.27,Radish
95.73,48.97,61.91,32.09,78.75,6.16,252.37,Rice
115.73,65.58,124.33,25.05,88.55,7.48,110.65,Banana
59.64,37.11,62.41,18.95,58.3,6.33,71.34,Beetroot
77.17,43.69,55.4,27.66,74.85,6.63,89.67,Cucumber
103.44,55.24,72.29,23.62,49.83,6.8,56.53,Onion
87.86,50.71,92.6,26.15,54.75,5.92,84.79,Pomegranate
59.85,29.53,21.49,20.73,41.4,5.57,67.53,Mustard
31.95,30.39,30.36,29.52,54.96,6.69,85.8,Horse Gram
95.48,45.85,111.5,30.19,55.33,6.57,167.63,Mango
99.2,52.3,38.74,32.77,69.19,5.91,144.15,Rice
110.21,64.0,107.05,28.78,65.1,6.63,192.27,Mango
98.13,56.09,114.8,30.44,76.06,6.4,115.03,Papaya
47.1,35.55,33.02,26.38,45.87,6.65,95.57,Kodo Millet
80.27,24.18,27.74,27.72,61.09,6.7,76.64,Sunflower
68.15,27.67,33.29,14.57,46.26,7.12,44.87,Mustard
30.32,30.63,24.48,25.41,51.2,7.15,85.96,Horse Gram
60.71,22.63,64.34,16.58,52.98,6.73,58.19,Carrot
38.34,24.24,23.5,28.27,58.85,6.21,115.53,Foxtail Millet
62.02,29.52,49.73,27.14,70.53,6.65,80.13,Bottle Gourd
54.9,31.89,40.84,17.6,49.91,7.14,75.73,Safflower
82.52,47.47,64.15,23.69,67.13,6.51,73.7,Brinjal
43.11,23.06,33.46,21.31,73.21,7.3,91.41,Finger Millet
66.12,49.63,52.2,31.48,72.32,6.28,80.41,Cucumber
27.54,32.8,27.62,19.48,53.85,6.19,81.65,Rajma
48.89,25.46,37.18,29.76,50.94,6.75,64.05,Cowpea
39.76,28.29,26.51,20.31,49.12,6.62,57.3,Linseed
94.35,67.09,86.93,19.62,68.78,6.19,128.79,Orange
42.79,25.51,51.68,27.42,73.39,5.91,237.52,Cashew
62.31,42.36,39.02,24.2,63.78,5.85,67.28,Okra
79.12,56.08,65.27,23.12,73.06,6.48,50.88,Tomato
82.13,39.82,75.32,14.12,68.11,5.92,104.88,Apple
49.57,32.22,28.07,29.61,48.82,6.63,101.18,Kodo Millet
111.18,71.95,49.17,19.43,65.02,6.39,58.76,Brinjal
91.73,47.39,105.82,26.77,76.24,4.94,225.73,Coconut
49.2,26.1,28.71,21.66,56.14,7.33,77.91,Safflower
91.63,62.01,103.82,38.59,57.36,6.92,101.2,Orange
38.79,28.28,30.29,25.35,58.58,7.43,93.45,Little Millet
55.05,22.91,64.39,27.75,72.46,6.5,181.04,Cashew
49.42,24.43,31.03,18.78,51.2,6.89,73.26,Lentil
32.75,25.71,21.22,17.6,38.9,6.74,47.13,Peas
73.73,47.66,60.47,25.49,55.94,6.06,59.95,Onion
67.93,35.71,80.36,30.05,79.87,5.34,264.54,Pineapple
108.61,55.68,67.72,29.48,85.12,5.91,197.73,Arecanut
80.86,51.25,60.83,26.52,71.31,6.22,75.42,Tomato
38.2,29.94,38.92,29.18,51.42,7.02,150.9,Red Gram
47.14,28.13,25.79,27.24,51.25,6.35,96.84,Foxtail Millet
56.13,19.24,76.81,28.32,67.16,6.55,54.2,Bottle Gourd
52.28,31.95,36.3,24.52,52.56,6.15,68.14,Foxtail Millet
29.8,26.34,40.27,35.75,55.33,6.44,86.66,Cowpea
80.64,40.06,34.25,19.6,52.88,6.79,25.15,Barley
81.11,56.41,52.09,32.27,61.23,6.68,77.78,Chilli
100.68,49.11,23.68,18.52,53.04,6.99,58.67,Wheat
114.55,49.33,71.18,21.01,77.69,6.07,56.92,Potato
92.02,46.99,91.72,27.38,56.99,7.19,61.85,Grapes
71.38,48.27,70.18,12.11,60.08,6.02,143.88,Apple
53.69,30.52,26.95,24.12,66.39,7.28,171.51,Soybean
49.02,30.42,24.96,24.92,54.94,6.6,70.51,Kodo Millet
82.9,45.21,89.11,25.35,80.5,5.71,188.12,Pineapple
93.0,57.88,62.41,15.21,66.2,6.68,76.26,Cauliflower
27.15,30.89,38.95,28.97,65.8,6.06,105.58,Cowpea
83.39,47.19,87.39,34.13,51.82,7.08,142.17,Mango
90.02,51.53,44.83,29.22,67.39,6.47,73.98,Cucumber
48.33,17.68,30.34,25.22,53.05,6.62,73.11,Little Millet
34.78,33.3,25.74,23.2,68.38,6.79,83.07,Kodo Millet
70.32,29.81,35.11,26.43,54.85,6.66,82.32,Castor
48.55,29.75,35.1,27.66,63.95,6.87,84.51,Foxtail Millet
66.34,34.45,68.3,21.58,63.8,6.99,49.99,Garlic
63.34,31.39,28.09,16.94,46.63,6.66,59.7,Mustard
83.87,53.02,80.61,25.09,53.42,6.39,61.85,Pomegranate
44.93,30.98,31.84,17.54,52.91,7.41,68.98,Linseed
97.94,59.98,89.09,29.63,65.75,5.89,135.17,Mango
59.97,33.89,32.58,25.51,53.64,6.22,69.22,Castor
51.89,36.4,25.7,26.95,66.69,6.57,107.22,Soybean
59.03,31.42,62.83,32.98,70.89,6.44,99.85,Pumpkin
36.34,28.33,27.52,21.94,48.25,6.39,82.33,Rajma
66.04,32.9,34.66,24.68,69.21,6.4,71.75,Cucumber
89.95,53.35,92.89,35.15,78.53,6.14,281.7,Arecanut
50.56,25.75,28.94,25.73,57.97,6.76,41.06,Radish
80.82,58.49,50.12,24.63,55.94,6.46,56.22,Onion
92.67,43.31,110.57,30.64,85.93,6.24,252.24,Coconut
57.95,22.25,41.35,24.68,58.74,6.88,80.58,Castor
33.39,26.75,24.43,19.76,57.18,7.62,61.97,Chickpea
65.98,50.29,42.18,27.15,65.51,6.75,94.07,Okra
60.95,37.58,80.17,7.89,65.11,6.08,117.09,Apple
38.98,28.54,32.21,18.21,49.89,6.54,37.6,Lentil
47.67,28.8,26.9,27.03,58.47,6.64,72.14,Foxtail Millet
29.06,32.75,32.77,29.0,57.83,6.73,71.09,Cowpea
52.37,29.45,25.67,9.87,50.81,6.63,61.51,Mustard
37.18,27.54,24.48,24.66,60.23,7.36,116.75,Little Millet
76.28,28.95,27.33,28.38,63.25,7.36,56.81,Castor
60.42,26.35,30.85,19.93,63.2,6.64,83.17,Sunflower
30.17,21.71,25.69,16.88,53.62,6.88,32.49,Lentil
44.07,26.03,27.79,30.54,47.62,6.77,64.98,Green Gram
28.99,30.96,25.58,20.97,52.58,6.52,35.84,Lentil
43.89,41.81,25.8,28.99,52.83,7.02,95.21,Kodo Millet
90.38,67.88,111.41,29.21,66.04,6.66,133.06,Orange
63.71,43.54,31.29,28.78,63.59,6.81,143.57,Maize
57.63,28.71,25.87,37.03,59.43,6.51,86.62,Black Gram
85.6,51.87,88.16,17.52,78.4,5.72,67.34,Potato
70.87,34.13,69.59,16.54,52.64,6.49,52.87,Carrot
48.92,29.13,34.7,20.15,57.15,7.11,63.11,Radish
103.8,50.22,105.61,25.04,64.06,7.1,91.1,Grapes
104.47,51.57,54.17,21.34,69.31,6.79,87.03,Cabbage
77.74,56.11,65.66,25.76,72.23,5.87,236.88,Pineapple
59.62,28.04,27.85,28.39,58.28,6.43,66.96,Groundnut
44.1,19.66,39.16,26.57,50.01,7.32,113.89,Castor
137.52,76.03,121.82,27.29,78.39,6.75,160.31,Banana
42.96,34.09,34.36,33.13,50.46,6.89,109.02,Black Gram
84.83,36.55,31.3,22.39,54.54,7.21,105.34,Wheat
91.27,44.1,33.75,22.84,48.12,6.77,69.4,Wheat
114.69,47.41,94.62,29.75,87.76,7.61,288.16,Coconut
47.4,32.08,24.07,26.06,43.27,7.66,46.67,Safflower
26.11,37.21,42.17,25.55,72.85,7.45,73.73,Black Gram
109.51,50.11,61.75,28.27,84.54,4.62,181.41,Tea
75.34,41.33,32.75,23.57,75.07,6.39,86.29,Maize
39.22,24.54,20.53,27.01,75.06,6.69,70.47,Black Gram
103.92,44.72,51.32,22.47,65.86,6.82,59.27,Cabbage
110.01,45.93,112.36,27.78,80.38,5.87,180.97,Coconut
43.32,31.43,31.64,19.11,54.7,6.76,46.26,Lentil
89.78,43.99,105.13,31.59,80.38,6.35,226.06,Coconut
62.64,53.34,37.19,28.59,66.19,6.44,92.02,Cucumber
99.42,58.44,60.82,17.78,78.11,6.22,74.09,Cauliflower
101.22,64.84,68.57,24.78,70.85,6.85,77.69,Tomato
31.41,31.5,25.87,29.22,58.18,7.17,80.71,Green Gram
80.6,48.78,59.22,28.74,64.19,6.8,84.45,Chilli
71.25,32.9,32.87,27.28,55.1,6.24,68.07,Castor
57.1,32.29,24.74,11.81,57.15,6.68,33.27,Mustard
48.42,37.13,30.29,24.7,51.74,7.06,78.31,Kodo Millet
48.1,29.82,23.82,22.4,65.19,7.1,106.37,Soybean
47.55,29.37,38.78,28.62,40.13,6.14,64.83,Sorghum
56.48,30.3,28.68,22.01,54.32,6.34,70.91,Sunflower
53.23,37.31,32.44,21.25,60.92,7.06,47.5,Radish
74.39,30.5,73.19,27.47,74.49,7.05,111.72,Pumpkin
59.21,28.34,68.97,26.45,85.81,6.9,83.61,Bottle Gourd
24.07,34.09,37.88,29.67,45.74,6.52,59.97,Horse Gram
51.51,17.43,25.62,19.49,66.69,7.0,41.12,Radish
38.5,30.24,33.68,24.37,52.89,6.86,33.89,Safflower
89.06,45.94,101.19,27.77,78.16,5.93,230.03,Coconut
50.81,42.23,87.08,30.76,74.06,6.8,153.4,Litchi
75.8,50.24,83.6,23.52,77.46,6.63,173.59,Litchi
36.21,27.72,35.57,30.11,66.85,6.45,107.44,Little Millet
58.59,25.93,50.57,17.13,61.87,7.05,72.24,Beetroot
93.03,52.27,61.63,28.67,67.32,6.43,67.82,Tomato
88.25,51.67,66.85,28.08,75.88,6.28,102.63,Tomato
65.19,55.1,34.91,31.75,66.74,6.26,87.8,Cucumber
54.39,34.12,29.38,29.79,56.44,6.26,88.71,Sesame
26.57,33.94,32.91,20.6,60.76,7.01,115.26,Red Gram
57.5,29.88,32.26,27.82,51.91,7.14,72.76,Sunflower
68.48,50.92,71.06,24.71,73.83,5.88,75.71,Tomato
49.82,31.35,31.98,27.84,73.26,7.9,86.36,Sorghum
68.69,29.77,56.19,26.93,77.44,6.49,71.5,Bottle Gourd
40.5,35.88,29.84,17.47,55.08,6.91,35.42,Peas
86.1,55.99,41.3,25.98,75.37,6.2,89.27,Cucumber
75.09,53.83,80.82,16.42,65.01,6.25,109.08,Apple
33.16,24.75,25.53,24.91,58.69,5.87,91.92,Field Bean
68.74,48.59,51.39,22.16,64.6,6.65,73.94,Cabbage
47.12,31.2,28.66,27.12,74.88,6.24,82.1,Black Gram
57.45,24.22,56.13,21.24,63.9,6.7,43.39,Carrot
52.95,38.06,31.51,30.18,40.16,6.6,83.44,Castor
98.09,60.62,78.4,28.01,79.53,5.73,238.77,Rubber
57.73,30.12,61.4,19.88,64.6,7.04,58.82,Carrot
95.87,62.27,84.1,27.65,78.07,6.49,195.85,Arecanut
40.18,36.26,34.0,30.08,51.79,5.99,43.74,Foxtail Millet
70.48,50.63,41.68,31.76,65.63,6.76,81.66,Cucumber
109.79,77.29,86.08,30.17,89.35,5.69,243.85,Rubber
21.74,34.92,31.13,26.88,51.02,6.88,82.08,Green Gram
87.66,46.53,58.53,23.73,61.64,6.6,58.18,Onion
100.45,56.53,85.75,25.29,70.04,7.03,163.71,Papaya
62.14,21.7,42.98,19.26,60.68,6.37,64.09,Beetroot
105.84,49.28,98.36,29.24,78.2,6.74,286.89,Arecanut
26.33,26.41,34.48,22.24,48.94,6.86,107.97,Rajma
39.76,23.32,34.91,27.91,49.7,6.64,79.95,Cowpea
108.07,51.43,60.78,24.9,95.84,4.58,275.28,Tea
46.57,32.38,24.14,23.33,54.09,5.48,117.61,Foxtail Millet
32.92,27.21,56.08,29.14,79.33,7.3,102.99,Pumpkin
47.07,30.83,23.24,30.7,55.28,6.93,61.29,Green Gram
91.09,50.01,113.15,27.94,63.45,6.98,86.31,Grapes
54.8,34.51,33.17,28.5,55.19,7.21,79.64,Sunflower
44.91,30.89,32.86,24.31,51.32,6.66,145.79,Field Bean
89.49,43.59,75.0,24.43,57.97,6.1,98.96,Orange
115.84,76.29,100.2,34.51,77.76,6.98,209.14,Banana
39.1,32.09,24.65,30.1,59.31,6.79,96.05,Foxtail Millet
99.6,39.93,74.92,16.55,75.33,5.67,199.7,Tea
102.29,42.4,29.16,16.79,69.87,6.15,71.38,Wheat
92.18,48.65,60.81,22.39,75.49,4.99,211.42,Tea
82.68,40.0,88.44,20.21,77.04,5.29,244.28,Pineapple
71.59,61.47,47.49,20.96,73.07,6.07,110.03,Brinjal
85.29,61.81,44.39,26.91,44.21,6.41,102.75,Maize
71.77,38.71,87.0,23.26,59.68,6.68,102.38,Guava
40.33,40.16,31.99,30.92,65.48,6.45,90.04,Green Gram
61.9,29.54,27.6,33.32,58.56,6.59,95.64,Castor
72.3,30.25,58.77,33.8,73.71,6.86,102.74,Bottle Gourd
59.46,34.78,35.76,40.64,44.27,7.44,55.08,Pearl Millet
58.38,32.58,61.38,28.63,74.79,6.2,189.84,Cashew
52.16,39.08,30.21,23.6,52.44,6.43,87.24,Little Millet
45.66,21.58,29.51,33.3,49.81,6.71,83.89,Green Gram
54.69,24.27,33.91,15.55,54.8,6.73,51.24,Mustard
20.19,31.17,28.68,21.12,52.31,7.3,57.52,Safflower
83.2,61.17,59.08,25.79,64.32,6.96,77.54,Brinjal
84.69,52.93,100.02,8.76,63.44,5.76,135.57,Apple
102.45,43.41,111.18,29.33,81.89,6.47,193.54,Coconut
40.19,23.5,27.03,23.9,42.24,6.32,76.98,Little Millet
74.03,38.53,57.2,24.01,59.91,6.91,71.36,Onion
67.86,41.0,60.8,17.35,60.05,6.36,57.94,Carrot
129.44,65.43,121.92,29.09,84.85,5.95,176.17,Banana
113.35,57.9,95.6,28.17,87.47,6.65,203.88,Coconut
69.28,41.34,51.08,36.7,61.74,7.15,66.88,Okra
49.71,21.82,63.13,25.84,53.86,6.82,70.87,Beetroot
86.27,53.03,98.18,30.76,71.99,6.71,108.3,Papaya
55.46,59.71,57.33,28.15,66.12,6.28,56.18,Cucumber
26.19,33.43,33.18,26.99,64.44,6.79,49.72,Green Gram
82.99,68.43,52.5,26.65,73.06,7.39,62.68,Brinjal
96.97,40.41,32.56,13.82,60.5,6.63,57.73,Wheat
48.9,36.8,61.05,28.44,62.77,6.99,73.88,Bottle Gourd
90.74,61.97,72.61,29.87,79.26,6.88,57.26,Brinjal
73.08,40.34,49.25,28.72,57.09,6.48,96.42,Maize
41.58,27.88,26.18,25.62,64.19,6.52,91.98,Soybean
127.43,56.22,52.44,19.23,69.23,6.74,73.93,Cabbage
104.05,51.74,84.0,23.77,84.0,5.61,189.74,Arecanut
31.51,26.49,34.72,27.24,56.43,6.95,88.28,Green Gram
61.04,30.92,62.29,19.39,61.37,7.04,72.75,Beetroot
88.87,49.9,32.92,24.13,62.72,6.48,174.79,Maize
74.45,15.86,65.75,31.01,71.56,6.67,82.89,Pumpkin
60.73,41.31,32.16,25.95,59.72,6.66,101.39,Finger Millet
90.66,52.61,55.25,28.51,80.93,6.05,248.22,Rice
87.91,74.7,62.92,32.07,64.06,6.68,117.47,Brinjal
115.39,57.18,66.67,17.57,65.02,6.5,86.89,Cabbage
48.55,27.86,20.62,27.04,60.45,6.38,130.88,Finger Millet
64.26,28.16,34.88,26.11,65.23,7.06,128.44,Soybean
30.03,34.73,26.78,18.37,50.43,6.6,55.17,Peas
44.64,32.46,18.56,17.78,55.03,6.31,59.31,Mustard
47.62,33.03,20.35,27.12,52.1,6.41,124.51,Red Gram
82.73,43.52,53.24,29.73,80.33,6.03,241.33,Rice
43.29,37.27,17.76,32.04,68.91,7.04,58.09,Foxtail Millet
72.19,61.26,31.42,34.56,76.86,5.93,85.28,Cucumber
101.12,50.81,113.1,29.77,84.3,6.86,210.02,Coconut
85.83,47.56,82.54,26.47,58.54,6.65,100.05,Guava
102.83,47.74,95.12,22.89,73.23,6.19,63.54,Potato
70.6,56.23,56.09,23.16,80.28,5.12,236.49,Coffee
108.22,60.57,111.7,22.19,65.02,6.55,110.65,Papaya
47.42,24.86,34.78,32.62,60.6,7.0,67.35,Black Gram
98.22,72.37,74.27,30.97,81.81,5.59,271.64,Rubber
24.21,23.13,29.97,30.87,59.19,5.92,70.63,Cowpea
66.4,44.42,50.98,24.58,73.68,6.08,79.55,Cucumber
56.78,40.54,77.21,25.73,86.01,5.76,160.38,Coffee
71.4,50.01,75.05,14.56,65.62,6.74,53.45,Garlic
68.15,40.14,57.65,18.06,60.89,7.29,61.91,Garlic
95.33,50.3,94.05,25.82,52.0,6.58,67.18,Grapes
35.91,30.47,26.13,27.81,60.56,7.42,59.45,Horse Gram
101.41,55.27,61.36,24.74,71.67,7.26,87.39,Chilli
79.6,46.09,59.4,25.29,58.9,6.76,68.54,Garlic
45.9,29.32,29.58,28.98,50.45,6.2,70.13,Groundnut
63.53,49.28,67.28,22.61,56.56,7.02,44.25,Garlic
71.05,49.49,36.9,26.99,75.93,6.71,77.96,Cucumber
101.67,52.44,91.67,31.1,78.22,7.06,170.2,Papaya
95.26,47.98,61.74,22.71,79.65,6.6,175.01,Coffee
37.27,35.92,26.67,29.75,59.79,5.86,74.57,Sesame
61.04,25.3,85.29,23.25,52.91,6.61,33.83,Garlic
57.89,19.98,32.75,23.71,80.83,6.66,107.29,Finger Millet
51.6,27.81,55.69,18.06,55.55,7.07,79.97,Beetroot
57.53,27.43,75.64,19.67,57.36,6.21,47.19,Carrot
108.46,52.33,120.12,28.65,73.48,7.85,287.91,Coconut
71.56,41.61,97.06,24.03,52.45,5.74,110.41,Guava
87.12,41.64,70.3,22.99,83.83,6.15,197.69,Litchi
59.2,36.92,65.21,32.18,64.16,6.47,180.88,Cashew
80.2,40.44,37.06,16.48,68.68,6.57,60.08,Cauliflower
92.68,47.02,64.64,21.95,82.78,5.66,229.87,Coffee
41.88,28.27,39.9,31.37,55.05,6.39,72.84,Green Gram
48.41,24.01,39.81,18.72,51.21,6.74,53.53,Linseed
94.99,55.41,90.96,28.18,75.11,6.46,97.39,Orange
42.34,28.66,36.37,19.57,52.46,6.31,59.27,Lentil
55.0,31.72,48.67,18.72,59.79,6.23,48.38,Beetroot
56.82,32.43,29.41,26.76,42.49,7.38,67.25,Pearl Millet
59.45,27.33,31.36,28.08,73.83,7.07,82.86,Black Gram
95.97,40.55,41.2,31.31,57.56,6.42,99.82,Maize
73.01,47.76,72.03,30.97,51.48,6.2,106.82,Pomegranate
66.2,28.56,59.25,23.48,55.8,7.35,55.45,Beetroot
76.77,23.46,12.83,27.84,57.86,6.18,83.49,Castor
50.49,39.79,38.37,30.64,40.34,6.53,81.58,Green Gram
36.61,17.45,33.17,17.64,60.66,6.02,53.8,Radish
40.67,30.7,31.76,23.88,48.68,6.47,90.86,Little Millet
87.58,41.88,104.07,20.76,63.65,5.35,53.86,Potato
42.85,30.51,62.74,23.95,62.67,6.67,67.59,Carrot
102.82,52.31,104.25,32.19,75.24,6.56,205.46,Mango
93.45,26.18,53.62,22.79,76.75,5.94,173.16,Coffee
39.02,29.92,24.68,26.88,64.56,6.43,65.25,Groundnut
67.44,48.06,55.97,33.0,68.09,6.05,83.45,Okra
100.13,57.29,79.97,30.22,85.97,7.34,265.99,Coconut
131.32,60.81,140.72,30.3,85.48,7.0,143.7,Banana
50.44,32.34,36.86,28.87,61.31,6.44,62.11,Horse Gram
50.8,30.51,27.5,30.21,34.46,6.66,57.32,Groundnut
104.85,51.28,75.62,27.99,80.98,6.8,199.86,Arecanut
53.82,25.99,28.51,23.37,45.96,6.84,41.62,Lentil
72.18,52.62,59.49,16.85,62.8,7.03,55.73,Garlic
64.15,32.34,60.24,20.87,53.5,7.13,62.3,Beetroot
104.23,47.16,85.14,28.43,77.59,5.94,221.15,Arecanut
32.57,35.53,28.26,32.42,66.97,7.07,81.52,Black Gram
89.35,48.75,51.99,21.88,98.18,5.0,260.47,Tea
67.0,25.84,27.76,11.35,51.54,6.44,50.46,Mustard
78.26,52.73,52.65,21.45,66.63,6.16,107.74,Tomato
50.52,27.8,25.18,17.58,42.49,7.6,61.9,Safflower
26.02,30.46,33.82,12.88,58.75,6.86,64.95,Peas
80.43,41.83,37.68,24.35,53.44,6.7,108.28,Maize
103.84,64.85,79.96,18.05,62.43,6.21,138.52,Orange
31.91,35.65,29.91,26.73,41.19,6.0,79.01,Cowpea
102.93,64.92,110.67,34.16,59.66,7.72,131.37,Mango
26.3,31.09,33.65,21.59,59.84,6.73,75.21,Rajma
81.8,37.88,34.32,22.75,68.97,6.24,75.42,Cucumber
41.7,24.79,37.34,21.95,56.44,7.18,56.02,Peas
92.84,42.84,65.54,11.01,60.53,5.79,118.02,Apple
96.52,34.71,24.15,21.81,49.43,6.97,64.06,Wheat
78.73,70.67,66.61,30.32,69.86,5.97,89.47,Brinjal
45.44,31.89,30.36,31.36,52.86,6.36,63.76,Green Gram
50.58,49.08,50.31,31.46,64.08,6.31,97.6,Cucumber
61.97,37.91,44.18,28.76,67.95,6.66,61.99,Okra
72.42,60.68,57.09,19.89,89.81,5.42,174.48,Coffee
45.86,26.92,24.39,25.43,66.21,6.18,94.11,Niger Seed
95.29,37.79,76.5,28.66,80.19,6.17,258.37,Pineapple
44.83,29.29,24.15,32.01,47.08,6.44,69.34,Green Gram
34.78,35.52,38.05,27.93,44.59,6.58,73.66,Horse Gram
39.27,36.21,35.05,24.38,71.88,7.05,92.71,Niger Seed
53.58,32.94,33.89,32.75,60.81,6.02,130.89,Finger Millet
53.56,30.54,37.95,21.91,61.41,6.79,88.14,Sunflower
38.54,36.15,27.05,31.43,56.3,7.33,60.75,Sesame
30.84,30.53,28.77,18.71,65.95,7.54,81.22,Red Gram
70.88,46.62,70.62,6.9,59.8,5.86,129.05,Apple
69.08,43.6,61.86,29.16,71.35,5.2,212.83,Pineapple
100.4,81.08,77.03,34.34,76.33,6.83,87.38,Brinjal
15.56,22.69,36.83,29.27,52.71,5.98,70.43,Cowpea
89.62,34.09,60.23,25.46,76.77,5.43,179.27,Pineapple
83.99,36.16,54.51,21.03,56.98,7.13,40.4,Garlic
90.42,52.65,70.97,28.63,58.0,6.67,64.46,Onion
59.47,36.2,83.69,28.01,57.15,7.36,78.77,Pomegranate
52.89,28.24,23.98,31.8,56.68,6.27,122.56,Kodo Millet
75.4,26.85,60.6,26.24,73.57,6.87,65.96,Bottle Gourd
55.5,26.27,25.87,22.61,70.67,6.72,119.52,Soybean
84.66,46.17,53.58,30.54,73.98,6.4,84.9,Cucumber
86.53,51.21,42.65,25.25,62.66,6.29,46.69,Onion
27.06,28.02,36.18,28.66,39.73,5.18,68.54,Horse Gram
76.92,62.61,64.99,29.9,73.79,6.45,141.77,Litchi
95.02,48.41,51.58,17.59,63.8,6.74,55.94,Cabbage
62.26,46.78,35.12,29.01,75.09,6.21,104.5,Cucumber
88.04,59.37,69.13,22.94,78.97,4.88,261.48,Tea
83.55,55.1,71.2,22.94,51.25,6.97,43.21,Garlic
88.36,51.64,57.01,28.48,77.86,4.96,225.72,Tea
