crop,leaf_color,spot_color,spot_size,leaf_curl,powder,stem,temperature,humidity,disease
Banana,Yellow,None,Large,No,No,Rotten,34.9,70.9,Panama Wilt
Banana,Yellow,None,None,No,Yes,Rotten,28.4,84.4,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,27.2,75.9,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,28.5,67.1,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,35.3,82.8,Panama Wilt
Banana,Yellow,White,None,No,No,Healthy,23.7,67.1,Panama Wilt
Banana,Black,None,None,No,No,Rotten,25.9,94.2,Panama Wilt
Banana,Black,None,None,No,No,Healthy,31.8,71.0,Panama Wilt
Banana,Yellow,Yellow,None,No,No,Rotten,30.7,75.4,Panama Wilt
Banana,Yellow,None,None,Yes,No,Rotten,30.0,67.1,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,27.9,65.4,Panama Wilt
Banana,White,None,None,No,No,Rotten,30.6,62.9,Panama Wilt
Banana,Green,None,None,No,Yes,Rotten,34.7,73.2,Panama Wilt
Banana,Brown,None,None,No,No,Rotten,26.8,91.9,Panama Wilt
Banana,Yellow,White,None,No,No,Rotten,26.6,70.5,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,27.1,67.6,Panama Wilt
Banana,Yellow,None,None,No,No,Cracked,24.5,38.1,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,35.1,65.8,Panama Wilt
Banana,Brown,None,None,No,No,Dry,34.5,76.6,Panama Wilt
Banana,Green,None,None,Yes,No,Dry,34.1,83.5,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,27.3,84.5,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,27.9,92.3,Panama Wilt
Banana,Yellow,White,None,No,Yes,Rotten,28.9,88.4,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,33.5,72.8,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,25.4,64.2,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,36.3,60.3,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,26.0,92.2,Panama Wilt
Banana,Yellow,Brown,None,No,No,Rotten,32.7,56.6,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,26.0,72.6,Panama Wilt
Banana,White,None,None,No,No,Rotten,23.9,70.4,Panama Wilt
Banana,Yellow,None,None,No,No,Rotten,36.0,80.1,Panama Wilt
Apple,Brown,Brown,Small,No,Yes,Healthy,17.7,103.5,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,21.8,82.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.2,89.7,Apple Scab
Apple,Black,Brown,Small,No,No,Healthy,24.0,87.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.9,96.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.4,86.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,15.5,66.3,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,18.7,86.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.1,95.9,Apple Scab
Apple,Green,Brown,Small,No,No,Rotten,14.2,86.3,Apple Scab
Apple,Green,Brown,Small,No,No,Rotten,25.2,92.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,16.5,81.2,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,22.9,87.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.8,86.9,Apple Scab
Apple,Green,Brown,Small,Yes,No,Healthy,24.6,94.9,Apple Scab
Apple,Green,White,Small,Yes,No,Healthy,24.5,96.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.8,77.6,Apple Scab
Apple,Green,White,Small,No,Yes,Healthy,25.5,74.8,Apple Scab
Apple,Green,Brown,Medium,No,No,Healthy,19.5,72.2,Apple Scab
Apple,Brown,Brown,Small,No,No,Healthy,21.3,99.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.4,67.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,19.2,66.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.5,95.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.4,93.5,Apple Scab
Apple,Green,White,Small,No,No,Healthy,15.9,72.6,Apple Scab
Apple,White,Brown,Small,No,No,Healthy,20.3,70.4,Apple Scab
Apple,Green,Brown,Small,Yes,No,Healthy,20.5,75.0,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,14.6,33.5,Apple Scab
Apple,Green,Brown,Small,No,No,Dry,22.9,71.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.4,83.1,Apple Scab
Apple,Green,Brown,Small,No,No,Rotten,15.1,89.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,21.6,77.4,Apple Scab
Apple,White,Brown,Small,No,No,Healthy,19.6,92.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,16.7,98.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,21.7,86.5,Apple Scab
Apple,Green,Brown,Small,No,No,Dry,16.7,76.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,21.7,92.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,21.6,80.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,24.2,94.1,Apple Scab
Apple,Green,Brown,Small,Yes,No,Healthy,24.9,69.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.2,90.8,Apple Scab
Apple,Green,Brown,Small,No,No,Dry,22.2,86.4,Apple Scab
Apple,Green,Brown,Small,No,No,Dry,14.0,71.5,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,16.0,94.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,24.5,94.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.1,91.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,24.1,79.3,Apple Scab
Apple,White,Brown,Small,No,No,Healthy,13.9,84.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,19.5,79.2,Apple Scab
Apple,Brown,Brown,Small,No,No,Dry,19.3,100.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.9,75.8,Apple Scab
Apple,Yellow,Brown,None,No,Yes,Healthy,31.4,79.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,21.2,66.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.8,66.2,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,13.3,91.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,21.2,66.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,19.5,85.8,Apple Scab
Apple,Green,Brown,None,No,Yes,Healthy,12.5,67.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,26.4,87.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.3,96.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.2,102.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,16.9,101.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,24.5,74.0,Apple Scab
Apple,Brown,Brown,Small,No,No,Healthy,18.9,78.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.7,75.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.8,98.2,Apple Scab
Apple,Green,None,None,No,No,Healthy,21.4,26.8,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,21.5,94.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.3,103.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.6,102.5,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,17.6,79.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.3,68.2,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,19.5,91.3,Apple Scab
Apple,Green,Brown,Small,No,No,Dry,21.5,88.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,14.7,97.3,Apple Scab
Apple,Black,Brown,Small,No,No,Healthy,25.7,92.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.8,78.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.9,81.1,Apple Scab
Apple,Green,White,Small,No,No,Healthy,14.4,66.0,Apple Scab
Apple,White,Brown,Small,No,No,Healthy,25.9,99.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.6,68.4,Apple Scab
Apple,Black,Brown,Small,No,No,Healthy,17.2,68.9,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,20.8,81.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,40.0,69.4,Apple Scab
Apple,Green,Brown,Small,Yes,No,Healthy,22.8,102.8,Apple Scab
Apple,White,Yellow,Small,No,No,Healthy,15.5,85.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,15.5,84.2,Apple Scab
Apple,Black,Brown,Small,No,No,Healthy,15.1,95.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.7,89.2,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,24.9,94.8,Apple Scab
Apple,Green,Brown,None,No,Yes,Rotten,13.6,99.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.2,70.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,26.0,97.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,16.9,75.3,Apple Scab
Apple,Green,Brown,Small,No,No,Cracked,20.2,91.1,Apple Scab
Apple,Green,Brown,Small,No,Yes,Rotten,19.7,73.2,Apple Scab
Apple,Green,Brown,Small,No,No,Rotten,21.7,81.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,24.9,66.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,16.1,74.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.9,83.5,Apple Scab
Apple,Black,Brown,Small,No,No,Healthy,26.2,71.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,16.9,98.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.4,76.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,14.5,40.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.6,88.7,Apple Scab
Apple,Green,Brown,Small,No,No,Cracked,18.1,69.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.6,66.4,Apple Scab
Apple,White,Brown,Large,No,No,Healthy,20.9,84.6,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,20.8,90.6,Apple Scab
Apple,Green,None,Small,No,No,Healthy,22.7,82.1,Apple Scab
Apple,Green,None,Small,No,No,Dry,15.6,73.6,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,26.4,87.3,Apple Scab
Apple,Green,Yellow,Small,No,No,Healthy,14.6,90.3,Apple Scab
Apple,Green,None,Small,No,No,Healthy,21.5,98.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.4,73.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.2,68.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,24.5,73.7,Apple Scab
Apple,Brown,Brown,Small,No,No,Healthy,17.0,71.1,Apple Scab
Apple,Green,White,Small,No,No,Healthy,24.7,69.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.0,73.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.4,76.7,Apple Scab
Apple,Green,Brown,Small,No,No,Cracked,18.9,92.5,Apple Scab
Apple,Green,Brown,Medium,No,No,Healthy,21.5,103.7,Apple Scab
Apple,Green,White,Small,No,No,Dry,15.2,60.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.0,81.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,15.6,78.2,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,26.3,76.3,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,23.4,83.9,Apple Scab
Apple,Green,None,Small,No,No,Healthy,22.6,102.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,19.3,88.9,Apple Scab
Apple,Green,Brown,Small,No,Yes,Cracked,18.9,71.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.4,67.0,Apple Scab
Apple,Green,Brown,Small,No,No,Rotten,23.6,67.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,13.6,104.0,Apple Scab
Apple,Green,White,Small,No,No,Healthy,21.0,99.1,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,25.0,91.9,Apple Scab
Apple,Green,Brown,None,No,No,Healthy,16.9,74.7,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,17.2,88.2,Apple Scab
Apple,Yellow,Brown,Small,No,Yes,Healthy,23.9,52.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.4,83.1,Apple Scab
Apple,Green,None,Small,No,No,Dry,20.2,101.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.1,77.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.5,97.6,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,24.4,83.7,Apple Scab
Apple,Green,Brown,Small,Yes,No,Healthy,16.3,88.3,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,15.2,35.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.5,93.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,19.8,76.9,Apple Scab
Apple,Green,Black,Medium,No,No,Healthy,13.6,71.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,14.9,71.7,Apple Scab
Apple,Yellow,Yellow,Small,No,No,Healthy,24.5,78.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.3,81.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,15.1,81.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,16.5,70.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.5,97.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,15.4,87.5,Apple Scab
Apple,Green,Brown,Medium,No,No,Healthy,25.4,68.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,19.7,71.9,Apple Scab
Apple,White,Brown,Small,No,No,Healthy,21.8,98.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,15.8,81.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.6,77.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.7,71.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.3,81.7,Apple Scab
Apple,Green,Brown,Small,Yes,No,Healthy,22.5,66.3,Apple Scab
Apple,Brown,Brown,Small,No,No,Healthy,19.4,83.7,Apple Scab
Apple,Green,Yellow,Small,No,Yes,Healthy,19.7,83.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.3,96.5,Apple Scab
Apple,Green,None,Small,No,No,Healthy,19.2,65.6,Apple Scab
Apple,Green,Yellow,None,No,No,Healthy,23.8,68.4,Apple Scab
Apple,Green,Brown,Medium,No,No,Healthy,15.1,72.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,21.0,68.8,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,23.6,92.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,14.3,74.3,Apple Scab
Apple,White,None,Small,No,No,Healthy,14.6,67.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,11.5,93.8,Apple Scab
Apple,Brown,Yellow,Small,No,No,Healthy,13.9,66.0,Apple Scab
Apple,Green,White,Small,No,No,Healthy,24.7,78.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.5,91.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,16.2,76.9,Apple Scab
Apple,Green,Brown,Small,No,No,Dry,23.9,80.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.0,95.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,14.5,76.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.1,75.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,19.2,88.6,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,20.4,81.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,21.0,72.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,15.5,91.1,Apple Scab
Apple,Green,Yellow,Small,No,No,Healthy,24.2,85.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,26.1,75.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.9,101.3,Apple Scab
Apple,Green,White,Small,No,No,Healthy,17.0,96.7,Apple Scab
Apple,Green,Brown,Medium,No,No,Healthy,26.4,86.0,Apple Scab
Apple,Green,Brown,None,No,Yes,Healthy,21.4,104.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,19.4,91.4,Apple Scab
Apple,Green,Brown,Small,No,No,Cracked,24.4,86.1,Apple Scab
Apple,Green,White,Small,No,No,Healthy,20.7,81.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,24.8,76.5,Apple Scab
Apple,Green,Brown,Small,No,No,Cracked,24.0,101.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,15.9,67.9,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,25.3,81.7,Apple Scab
Apple,White,Brown,Small,Yes,No,Healthy,24.3,68.6,Apple Scab
Apple,White,Brown,Small,No,Yes,Healthy,25.5,98.0,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,14.0,71.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.3,72.0,Apple Scab
Apple,Brown,Brown,Small,No,No,Healthy,25.6,94.7,Apple Scab
Apple,Green,White,None,No,No,Healthy,16.7,65.7,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,16.4,90.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.0,99.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,21.1,74.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.5,66.4,Apple Scab
Apple,Green,White,Small,No,No,Healthy,21.3,96.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.8,98.8,Apple Scab
Apple,Green,Yellow,Small,Yes,No,Healthy,24.4,104.0,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,15.9,72.5,Apple Scab
Apple,Green,Brown,Medium,Yes,No,Healthy,22.1,82.0,Apple Scab
Apple,Green,Brown,None,No,No,Cracked,13.8,30.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,14.7,95.1,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,25.8,79.8,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,20.1,83.5,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,19.9,87.7,Apple Scab
Apple,Brown,Yellow,Small,No,No,Healthy,21.7,82.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.1,91.3,Apple Scab
Apple,Green,Brown,Small,Yes,No,Healthy,14.5,90.9,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,35.8,96.8,Apple Scab
Apple,Green,Brown,Small,No,No,Dry,15.3,102.6,Apple Scab
Apple,Green,Brown,None,No,No,Healthy,13.6,92.9,Apple Scab
Apple,Green,Brown,Small,No,No,Cracked,33.0,87.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,21.4,75.4,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,25.9,96.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.5,89.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,15.0,66.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.5,66.8,Apple Scab
Apple,Green,None,Small,No,No,Healthy,24.0,71.7,Apple Scab
Apple,Yellow,Brown,Large,No,No,Healthy,26.0,93.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,13.6,91.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,24.8,69.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,26.0,68.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.7,91.0,Apple Scab
Apple,Green,None,Small,Yes,No,Cracked,21.9,93.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,24.7,73.5,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,18.7,92.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.9,65.8,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,13.9,94.9,Apple Scab
Apple,Black,Brown,Small,No,No,Healthy,22.0,75.0,Apple Scab
Apple,Green,Brown,Large,No,Yes,Healthy,17.9,76.2,Apple Scab
Apple,White,Brown,Small,No,No,Healthy,15.6,94.8,Apple Scab
Apple,Green,Brown,Small,Yes,No,Healthy,32.2,86.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.8,75.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,19.2,81.1,Apple Scab
Apple,Green,None,Small,No,No,Healthy,19.2,86.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,13.9,73.2,Apple Scab
Apple,Green,White,Small,No,No,Healthy,17.0,103.4,Apple Scab
Apple,Green,Brown,Medium,No,No,Dry,24.5,74.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.4,26.9,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,20.3,96.7,Apple Scab
Apple,Brown,White,Small,No,No,Healthy,20.4,86.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.8,87.9,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,18.8,95.7,Apple Scab
Apple,Green,None,Small,No,Yes,Healthy,15.7,84.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.2,82.2,Apple Scab
Apple,Green,None,Small,No,No,Healthy,19.2,21.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.1,76.6,Apple Scab
Apple,Green,None,Small,No,No,Healthy,19.0,101.0,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,15.1,93.3,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,14.7,101.4,Apple Scab
Apple,Black,Brown,Small,No,No,Healthy,19.8,91.8,Apple Scab
Apple,Green,Black,Small,No,No,Cracked,25.0,80.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,26.0,91.8,Apple Scab
Apple,Green,Yellow,Small,No,No,Healthy,14.5,101.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,17.4,94.0,Apple Scab
Apple,Green,Yellow,Small,Yes,No,Healthy,17.9,93.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.8,100.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.7,71.9,Apple Scab
Apple,Brown,Brown,Small,No,No,Healthy,18.2,93.5,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,10.4,95.5,Apple Scab
Apple,Green,Brown,Small,No,No,Rotten,16.7,85.8,Apple Scab
Apple,Green,Yellow,Small,No,No,Healthy,15.6,84.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.5,84.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.3,76.0,Apple Scab
Apple,Green,Brown,None,No,No,Healthy,20.0,82.9,Apple Scab
Apple,Yellow,Brown,Small,No,No,Dry,15.4,72.8,Apple Scab
Apple,Green,None,Large,No,No,Healthy,15.7,101.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,14.0,80.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.0,87.3,Apple Scab
Apple,Green,Brown,Small,No,No,Cracked,22.9,95.4,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,15.6,102.4,Apple Scab
Apple,Green,None,Small,No,No,Healthy,16.5,74.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.7,35.8,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,16.2,76.5,Apple Scab
Apple,Green,None,Small,No,No,Healthy,19.2,88.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.1,90.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.6,96.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,26.1,103.3,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,19.4,101.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.1,95.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.6,82.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.9,69.2,Apple Scab
Apple,Black,Brown,Small,No,No,Healthy,23.0,74.5,Apple Scab
Apple,Green,Brown,Small,Yes,No,Healthy,22.3,77.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.0,96.2,Apple Scab
Apple,Green,Brown,Small,No,No,Dry,14.2,94.3,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,23.1,91.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,26.2,82.1,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,23.0,94.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.5,91.4,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,22.2,88.9,Apple Scab
Apple,Green,Brown,Small,No,Yes,Healthy,19.9,75.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.0,94.5,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,26.3,87.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,26.2,76.2,Apple Scab
Apple,Black,Brown,Small,No,No,Healthy,37.5,71.3,Apple Scab
Apple,Green,Brown,Medium,No,No,Healthy,23.6,74.6,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.6,85.8,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,18.7,82.7,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,14.1,94.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,22.6,83.0,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.9,93.4,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.7,99.3,Apple Scab
Apple,Green,Brown,Small,No,No,Dry,25.3,87.3,Apple Scab
Apple,Green,Brown,Small,Yes,No,Healthy,14.0,79.4,Apple Scab
Apple,Green,Yellow,Small,No,Yes,Healthy,19.1,20.9,Apple Scab
Apple,Yellow,Brown,Small,No,No,Healthy,25.4,92.9,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,26.0,67.1,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,25.7,83.9,Apple Scab
Apple,Yellow,Brown,Small,Yes,No,Healthy,25.4,102.4,Apple Scab
Apple,Green,Brown,Small,No,No,Rotten,25.8,82.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,24.7,93.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,23.2,95.5,Apple Scab
Apple,Green,Yellow,Small,No,No,Healthy,19.1,91.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.6,103.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,18.8,76.2,Apple Scab
Apple,Green,Brown,Small,No,No,Healthy,20.5,68.4,Apple Scab
Apple,Green,Brown,None,No,No,Dry,22.9,99.6,Apple Scab
Apple,Green,Black,Small,No,No,Healthy,17.9,82.4,Apple Scab
Apple,Green,Brown,Large,No,No,Healthy,17.1,77.4,Apple Scab
